"Localidades";"Períodos";"Matrículas na Educação Infantil ";"Matrículas na Educação Infantil - Rede Municipal ";"Matrículas na Educação Infantil - Rede Particular ";"Matrículas no Ensino Fundamental ";"Matrículas no Ensino Fundamental - Rede Estadual ";"Matrículas no Ensino Fundamental - Rede Municipal ";"Matrículas no Ensino Fundamental - Rede Privada ";"Matrículas no Ensino Médio ";"Matrículas no Ensino Médio - Rede Estadual ";"Matrículas no Ensino Médio - Rede Municipal ";"Matrículas no Ensino Médio - Rede Particular ";"Matrículas na Educação Especial ";"Matrículas na Educação Especial - Rede Estadual ";"Matrículas na Educação Especial - Rede Municipal ";"Matrículas na Educação Especial - Rede Particular ";"Cód. IBGE"
"Ilha Comprida";"2015";"545";"545";"-";"1534";"-";"1493";"41";"369";"369";"-";"-";"59";"7";"11";"41";3520426
"Ilha Comprida";"2016";"508";"508";"-";"1395";"-";"1351";"44";"406";"406";"-";"-";"59";"4";"11";"44";3520426
"Ilha Comprida";"2017";"696";"696";"-";"1594";"-";"1551";"43";"445";"445";"-";"-";"66";"6";"17";"43";3520426
"Ilha Comprida";"2018";"713";"713";"";"1579";"";"1537";"42";"422";"422";"";"";"71";"4";"25";"42";3520426
"Ilha Solteira";"2014";"1182";"1063";"76";"2680";"930";"1154";"596";"1131";"897";"-";"234";"100";"-";"-";"100";3520442
"Ilha Solteira";"2015";"1205";"1087";"82";"2581";"825";"1146";"610";"1046";"845";"-";"201";"109";"27";"27";"55";3520442
"Ilha Solteira";"2016";"1229";"1128";"75";"2585";"798";"1199";"588";"1074";"896";"-";"178";"125";"26";"39";"60";3520442
"Ilha Solteira";"2017";"1141";"1054";"66";"2650";"825";"1224";"601";"957";"796";"-";"161";"131";"30";"55";"46";3520442
"Ilha Solteira";"2018";"1165";"1077";"65";"2772";"899";"1247";"626";"889";"679";"";"132";"140";"37";"56";"47";3520442
"Ilhabela";"2014";"1860";"1742";"118";"4473";"-";"3981";"492";"1344";"1193";"-";"151";"51";"-";"-";"51";3520400
"Ilhabela";"2015";"1863";"1751";"112";"4484";"-";"3931";"553";"1320";"1157";"-";"163";"159";"11";"90";"58";3520400
"Ilhabela";"2016";"1980";"1850";"130";"4550";"-";"3967";"583";"1502";"1334";"-";"168";"168";"13";"92";"63";3520400
"Ilhabela";"2017";"2042";"1956";"86";"4546";"-";"4060";"486";"1528";"1402";"-";"126";"187";"20";"105";"62";3520400
"Ilhabela";"2018";"2049";"1960";"89";"4832";"";"4258";"574";"1542";"1376";"";"166";"215";"23";"120";"72";3520400
"Indaiatuba";"2014";"12251";"9630";"2621";"26441";"9154";"11476";"5811";"9712";"7966";"-";"1746";"333";"-";"102";"231";3520509
"Indaiatuba";"2015";"12662";"9846";"2816";"26140";"8508";"11618";"6014";"9324";"7634";"-";"1690";"1069";"319";"448";"302";3520509
"Indaiatuba";"2016";"13275";"10558";"2717";"26625";"8351";"12217";"6057";"9857";"8108";"-";"1749";"1050";"340";"455";"255";3520509
"Indaiatuba";"2017";"13904";"11222";"2682";"26969";"8391";"12447";"6131";"9188";"7514";"-";"1674";"1122";"391";"454";"277";3520509
"Indaiatuba";"2018";"14213";"11444";"2769";"28228";"9112";"12649";"6467";"8241";"6608";"";"1633";"1127";"419";"431";"277";3520509
"Indiana";"2014";"206";"206";"-";"457";"230";"227";"-";"163";"163";"-";"-";"-";"-";"-";"-";3520608
"Indiana";"2015";"237";"237";"-";"451";"222";"229";"-";"160";"160";"-";"-";"10";"8";"2";"-";3520608
"Indiana";"2016";"239";"239";"-";"458";"210";"248";"-";"169";"169";"-";"-";"12";"6";"6";"-";3520608
"Indiana";"2017";"211";"211";"-";"451";"194";"257";"-";"155";"155";"-";"-";"12";"5";"7";"-";3520608
"Indiana";"2018";"231";"231";"";"450";"195";"255";"";"142";"142";"";"";"15";"7";"8";"";3520608
"Indiaporã";"2014";"186";"186";"-";"383";"187";"196";"-";"144";"144";"-";"-";"28";"-";"-";"28";3520707
"Indiaporã";"2015";"186";"186";"-";"379";"167";"206";"6";"137";"126";"-";"11";"30";"11";"2";"17";3520707
"Indiaporã";"2016";"168";"168";"-";"382";"154";"205";"23";"128";"128";"-";"-";"37";"9";"5";"23";3520707
"Indiaporã";"2017";"174";"174";"-";"370";"135";"216";"19";"122";"122";"-";"-";"33";"9";"5";"19";3520707
"Indiaporã";"2018";"173";"173";"";"390";"144";"226";"20";"109";"109";"";"-";"33";"6";"7";"20";3520707
"Inúbia Paulista";"2014";"127";"127";"-";"409";"192";"217";"-";"166";"166";"-";"-";"-";"-";"-";"-";3520806
"Inúbia Paulista";"2015";"121";"121";"-";"390";"157";"233";"-";"157";"157";"-";"-";"15";"8";"7";"-";3520806
"Inúbia Paulista";"2016";"127";"127";"-";"380";"155";"225";"-";"170";"170";"-";"-";"20";"11";"9";"-";3520806
"Inúbia Paulista";"2017";"126";"126";"-";"364";"151";"213";"-";"117";"117";"-";"-";"17";"11";"6";"-";3520806
"Inúbia Paulista";"2018";"125";"125";"";"383";"168";"215";"";"92";"92";"";"";"21";"16";"5";"";3520806
"Ipaussu";"2014";"719";"627";"92";"2027";"-";"1704";"323";"792";"685";"-";"107";"45";"-";"-";"45";3520905
"Ipaussu";"2015";"696";"596";"100";"2023";"-";"1709";"314";"791";"676";"-";"115";"93";"6";"43";"44";3520905
"Ipaussu";"2016";"709";"635";"74";"2052";"-";"1691";"361";"773";"677";"-";"96";"105";"5";"56";"44";3520905
"Ipaussu";"2017";"583";"530";"53";"2065";"-";"1738";"327";"787";"687";"-";"100";"110";"8";"59";"43";3520905
"Ipaussu";"2018";"592";"539";"53";"1984";"";"1686";"298";"774";"685";"";"89";"118";"8";"66";"44";3520905
"Iperó";"2014";"1345";"1328";"17";"4077";"-";"4077";"-";"1091";"1091";"-";"-";"-";"-";"-";"-";3521002
"Iperó";"2015";"1434";"1397";"37";"3841";"-";"3804";"37";"1165";"1165";"-";"-";"111";"11";"100";"-";3521002
"Iperó";"2016";"1987";"1929";"58";"3915";"-";"3868";"47";"1129";"1116";"-";"13";"117";"18";"97";"2";3521002
"Iperó";"2017";"1523";"1483";"40";"4111";"-";"4054";"57";"1024";"1006";"-";"18";"126";"18";"107";"1";3521002
"Iperó";"2018";"1492";"1459";"33";"4159";"";"4106";"53";"902";"889";"";"13";"121";"21";"99";"1";3521002
"Ipeúna";"2014";"392";"392";"-";"982";"494";"488";"-";"262";"262";"-";"-";"-";"-";"-";"-";3521101
"Ipeúna";"2015";"405";"405";"-";"929";"422";"507";"-";"264";"264";"-";"-";"35";"14";"21";"-";3521101
"Ipeúna";"2016";"389";"389";"-";"953";"426";"527";"-";"282";"282";"-";"-";"45";"18";"27";"-";3521101
"Ipeúna";"2017";"403";"403";"-";"915";"411";"504";"-";"297";"297";"-";"-";"39";"19";"20";"-";3521101
"Ipeúna";"2018";"388";"388";"";"869";"380";"489";"";"287";"287";"";"";"41";"21";"20";"";3521101
"Ipiguá";"2014";"207";"207";"-";"632";"293";"339";"-";"224";"224";"-";"-";"-";"-";"-";"-";3521150
"Ipiguá";"2015";"229";"229";"-";"638";"274";"364";"-";"199";"199";"-";"-";"16";"5";"11";"-";3521150
"Ipiguá";"2016";"252";"252";"-";"643";"279";"364";"-";"177";"177";"-";"-";"16";"4";"12";"-";3521150
"Ipiguá";"2017";"251";"251";"-";"667";"289";"378";"-";"181";"181";"-";"-";"48";"10";"38";"-";3521150
"Ipiguá";"2018";"246";"246";"";"725";"316";"409";"";"180";"180";"";"";"46";"17";"29";"";3521150
"Iporanga";"2014";"121";"121";"-";"640";"198";"442";"-";"250";"250";"-";"-";"-";"-";"-";"-";3521200
"Iporanga";"2015";"124";"124";"-";"645";"191";"454";"-";"223";"223";"-";"-";"12";"9";"3";"-";3521200
"Iporanga";"2016";"154";"154";"-";"600";"188";"412";"-";"212";"212";"-";"-";"11";"8";"3";"-";3521200
"Iporanga";"2017";"162";"162";"-";"586";"176";"410";"-";"187";"187";"-";"-";"10";"7";"3";"-";3521200
"Iporanga";"2018";"181";"181";"";"568";"178";"390";"";"167";"167";"";"";"13";"10";"3";"";3521200
"Ipuã";"2014";"727";"501";"226";"2082";"-";"1760";"322";"516";"384";"-";"132";"31";"-";"31";"-";3521309
"Ipuã";"2015";"714";"486";"228";"2010";"-";"1686";"324";"511";"394";"-";"117";"61";"3";"54";"4";3521309
"Ipuã";"2016";"727";"482";"245";"1942";"-";"1610";"332";"550";"433";"-";"117";"63";"1";"58";"4";3521309
"Ipuã";"2017";"733";"493";"240";"1909";"-";"1584";"325";"527";"411";"-";"116";"61";"3";"54";"4";3521309
"Ipuã";"2018";"777";"528";"249";"1873";"";"1550";"323";"490";"370";"";"120";"62";"6";"51";"5";3521309
"Iracemápolis";"2014";"989";"620";"369";"2508";"1141";"1367";"-";"738";"738";"-";"-";"3";"-";"-";"3";3521408
"Iracemápolis";"2015";"1006";"612";"394";"2440";"1132";"1304";"4";"705";"705";"-";"-";"53";"27";"22";"4";3521408
"Iracemápolis";"2016";"1078";"696";"382";"2409";"1036";"1369";"4";"723";"723";"-";"-";"59";"32";"23";"4";3521408
"Iracemápolis";"2017";"1146";"713";"433";"2365";"1007";"1358";"-";"713";"713";"-";"-";"66";"38";"28";"-";3521408
"Iracemápolis";"2018";"1179";"704";"475";"2401";"1025";"1372";"4";"702";"702";"";"";"75";"44";"31";"-";3521408
"Irapuã";"2014";"318";"318";"-";"852";"390";"462";"-";"280";"280";"-";"-";"-";"-";"-";"-";3521507
"Irapuã";"2015";"276";"276";"-";"808";"360";"448";"-";"233";"233";"-";"-";"40";"21";"19";"-";3521507
"Irapuã";"2016";"315";"315";"-";"823";"342";"481";"-";"239";"239";"-";"-";"45";"26";"19";"-";3521507
"Irapuã";"2017";"346";"346";"-";"775";"315";"460";"-";"219";"219";"-";"-";"41";"23";"18";"-";3521507
"Irapuã";"2018";"352";"352";"";"795";"306";"489";"";"228";"228";"";"";"38";"25";"13";"";3521507
"Irapuru";"2014";"199";"199";"-";"688";"380";"308";"-";"263";"263";"-";"-";"-";"-";"-";"-";3521606
"Irapuru";"2015";"174";"174";"-";"631";"350";"281";"-";"230";"230";"-";"-";"20";"13";"7";"-";3521606
"Irapuru";"2016";"226";"226";"-";"653";"338";"315";"-";"233";"233";"-";"-";"22";"16";"6";"-";3521606
"Irapuru";"2017";"237";"237";"-";"605";"316";"289";"-";"219";"219";"-";"-";"15";"10";"5";"-";3521606
"Irapuru";"2018";"191";"191";"";"596";"296";"300";"";"199";"199";"";"";"16";"12";"4";"";3521606
"Itaberá";"2014";"704";"676";"28";"2256";"2212";"-";"44";"884";"884";"-";"-";"45";"-";"-";"45";3521705
"Itaberá";"2015";"773";"745";"28";"2194";"2082";"-";"112";"776";"774";"-";"2";"104";"54";"3";"47";3521705
"Itaberá";"2016";"853";"824";"29";"2137";"2021";"-";"116";"753";"748";"-";"5";"113";"62";"8";"43";3521705
"Itaberá";"2017";"853";"826";"27";"2100";"1993";"-";"107";"696";"685";"-";"11";"122";"64";"16";"42";3521705
"Itaberá";"2018";"828";"801";"27";"2179";"2079";"";"100";"602";"585";"";"17";"121";"72";"11";"38";3521705
"Itaí";"2014";"949";"651";"298";"3124";"1255";"1633";"236";"898";"823";"-";"75";"-";"-";"-";"-";3521804
"Itaí";"2015";"976";"689";"287";"3060";"1173";"1640";"247";"796";"730";"-";"66";"42";"31";"9";"2";3521804
"Itaí";"2016";"950";"665";"285";"3018";"1185";"1581";"252";"841";"768";"-";"73";"43";"32";"10";"1";3521804
"Itaí";"2017";"1014";"743";"271";"3040";"1185";"1590";"265";"817";"748";"-";"69";"46";"27";"19";"-";3521804
"Itaí";"2018";"1097";"975";"122";"3119";"1250";"1608";"261";"750";"682";"";"68";"55";"33";"22";"-";3521804
"Itajobi";"2014";"585";"561";"24";"1570";"-";"1390";"180";"415";"328";"-";"87";"-";"-";"-";"-";3521903
"Itajobi";"2015";"637";"587";"50";"1554";"-";"1385";"169";"451";"366";"-";"85";"57";"4";"53";"-";3521903
"Itajobi";"2016";"645";"583";"62";"1589";"-";"1414";"175";"454";"380";"-";"74";"70";"1";"69";"-";3521903
"Itajobi";"2017";"668";"597";"71";"1650";"-";"1467";"183";"445";"369";"-";"76";"66";"13";"52";"1";3521903
"Itajobi";"2018";"676";"596";"80";"1686";"";"1494";"192";"390";"309";"";"81";"68";"14";"52";"2";3521903
"Itaju";"2014";"146";"146";"-";"427";"188";"239";"-";"146";"146";"-";"-";"-";"-";"-";"-";3522000
"Itaju";"2015";"141";"141";"-";"408";"167";"241";"-";"157";"157";"-";"-";"24";"20";"4";"-";3522000
"Itaju";"2016";"159";"159";"-";"428";"184";"244";"-";"147";"147";"-";"-";"19";"16";"3";"-";3522000
"Itaju";"2017";"167";"167";"-";"417";"181";"236";"-";"118";"118";"-";"-";"18";"14";"4";"-";3522000
"Itaju";"2018";"174";"174";"";"414";"200";"214";"";"110";"110";"";"";"18";"17";"1";"";3522000
"Itanhaém";"2014";"6071";"5325";"746";"14723";"2044";"11566";"1113";"4820";"4617";"-";"203";"25";"-";"25";"-";3522109
"Itanhaém";"2015";"6012";"5281";"731";"14598";"1840";"11605";"1153";"4714";"4531";"-";"183";"458";"96";"352";"10";3522109
"Itanhaém";"2016";"5933";"5213";"720";"15023";"1733";"12129";"1161";"4839";"4652";"-";"187";"524";"120";"393";"11";3522109
"Itanhaém";"2017";"5994";"5323";"671";"14852";"1650";"12082";"1120";"4801";"4617";"-";"184";"551";"156";"378";"17";3522109
"Itanhaém";"2018";"5920";"5221";"699";"15183";"1543";"12512";"1128";"4519";"4336";"";"183";"568";"160";"389";"19";3522109
"Itaóca";"2014";"116";"116";"-";"524";"474";"50";"-";"213";"213";"-";"-";"-";"-";"-";"-";3522158
"Itaóca";"2015";"114";"114";"-";"493";"461";"32";"-";"209";"209";"-";"-";"20";"20";"-";"-";3522158
"Itaóca";"2016";"135";"135";"-";"485";"445";"40";"-";"200";"200";"-";"-";"19";"19";"-";"-";3522158
"Itaóca";"2017";"144";"144";"-";"456";"406";"50";"-";"175";"175";"-";"-";"14";"14";"-";"-";3522158
"Itaóca";"2018";"167";"167";"";"437";"390";"47";"";"160";"160";"";"";"12";"12";"";"";3522158
"Itapecerica da Serra";"2014";"7169";"5265";"1904";"26167";"12299";"10359";"3509";"8855";"8238";"-";"617";"241";"-";"241";"-";3522208
"Itapecerica da Serra";"2015";"7700";"5761";"1939";"25698";"11150";"10864";"3684";"8724";"8083";"-";"641";"812";"300";"480";"32";3522208
"Itapecerica da Serra";"2016";"7856";"5805";"2051";"25439";"10564";"11279";"3596";"8776";"8059";"-";"717";"887";"350";"498";"39";3522208
"Itapecerica da Serra";"2017";"7882";"5873";"2009";"25098";"9826";"11835";"3437";"8521";"7832";"-";"689";"878";"362";"474";"42";3522208
"Itapecerica da Serra";"2018";"7855";"5867";"1988";"25160";"9742";"12056";"3362";"7622";"6923";"";"699";"902";"369";"485";"48";3522208
"Itapetininga";"2014";"6871";"6045";"826";"21483";"9474";"9406";"2603";"6255";"5273";"-";"982";"201";"-";"-";"201";3522307
"Itapetininga";"2015";"7223";"6391";"832";"20796";"8770";"8951";"3075";"6181";"5159";"-";"1022";"769";"329";"175";"264";3522307
"Itapetininga";"2016";"7357";"6591";"766";"20683";"8951";"8573";"3159";"6688";"5666";"-";"1022";"622";"195";"199";"225";3522307
"Itapetininga";"2017";"7347";"6648";"699";"20292";"8813";"8329";"3150";"6746";"5673";"-";"998";"660";"225";"222";"207";3522307
"Itapetininga";"2018";"7476";"6715";"761";"20071";"8699";"8171";"3201";"6434";"5323";"";"965";"730";"285";"235";"204";3522307
"Itapeva";"2014";"4946";"4338";"608";"13117";"531";"11149";"1437";"4810";"4348";"-";"462";"121";"-";"-";"121";3522406
"Itapeva";"2015";"5034";"4416";"618";"12726";"463";"10691";"1572";"4284";"3849";"-";"435";"557";"85";"327";"145";3522406
"Itapeva";"2016";"5193";"4614";"579";"12359";"398";"10368";"1593";"4873";"4427";"-";"446";"545";"109";"296";"140";3522406
"Itapeva";"2017";"5363";"4720";"643";"12101";"233";"10254";"1614";"4688";"4261";"-";"427";"588";"147";"309";"132";3522406
"Itapeva";"2018";"5320";"4712";"608";"11875";"76";"10167";"1632";"4426";"4035";"";"391";"700";"157";"372";"171";3522406
"Itapevi";"2014";"8991";"8660";"331";"34408";"14888";"17500";"2020";"11740";"11406";"-";"334";"240";"-";"119";"121";3522505
"Itapevi";"2015";"8869";"8340";"529";"33440";"12518";"18728";"2194";"10407";"10059";"-";"348";"929";"389";"403";"137";3522505
"Itapevi";"2016";"9344";"8874";"470";"33818";"13052";"18590";"2176";"10966";"10637";"-";"329";"952";"412";"414";"126";3522505
"Itapevi";"2017";"9622";"9194";"428";"33583";"13233";"18241";"2109";"10331";"10034";"-";"297";"993";"423";"448";"122";3522505
"Itapevi";"2018";"10146";"9767";"379";"33839";"13441";"18255";"2143";"9735";"9475";"";"260";"1026";"438";"383";"205";3522505
"Itapira";"2014";"2934";"2210";"724";"7675";"3360";"2934";"1381";"2755";"2343";"-";"412";"163";"-";"-";"163";3522604
"Itapira";"2015";"3002";"2218";"784";"7567";"3203";"2852";"1512";"2549";"2159";"-";"390";"264";"24";"46";"194";3522604
"Itapira";"2016";"3045";"2251";"794";"7450";"2979";"2956";"1515";"2532";"2173";"-";"359";"274";"35";"51";"188";3522604
"Itapira";"2017";"3136";"2344";"792";"7502";"2919";"2978";"1605";"2413";"2068";"-";"345";"306";"43";"62";"201";3522604
"Itapira";"2018";"3203";"2446";"757";"7546";"2906";"3031";"1609";"2279";"1941";"";"338";"314";"57";"68";"189";3522604
"Itapirapuã Paulista";"2014";"85";"85";"-";"723";"360";"363";"-";"244";"244";"-";"-";"-";"-";"-";"-";3522653
"Itapirapuã Paulista";"2015";"79";"79";"-";"686";"312";"374";"-";"245";"245";"-";"-";"27";"20";"7";"-";3522653
"Itapirapuã Paulista";"2016";"110";"110";"-";"665";"320";"345";"-";"248";"248";"-";"-";"23";"18";"5";"-";3522653
"Itapirapuã Paulista";"2017";"127";"127";"-";"610";"301";"309";"-";"255";"255";"-";"-";"24";"21";"3";"-";3522653
"Itapirapuã Paulista";"2018";"121";"121";"";"609";"328";"281";"";"224";"224";"";"";"22";"19";"3";"";3522653
