"Localidades";"Períodos";"Índice de Desenvolvimento Humano Municipal - IDHM ";"Índice de Desenvolvimento Humano Municipal - IDHM - Ranking dos Municípios ";"Índice de Desenvolvimento Humano Municipal - IDHM Longevidade ";"Índice de Desenvolvimento Humano Municipal - IDHM Educação ";"Índice de Desenvolvimento Humano Municipal - IDHM Renda ";"Cód. IBGE"
"Pratânia";"2010";"0,701";"578";"0,798";"0,633";"0,681";3541059
"Presidente Alves";"1991";"0,498";"315";"0,687";"0,313";"0,573";3541109
"Presidente Alves";"2000";"0,642";"336";"0,746";"0,545";"0,65";3541109
"Presidente Alves";"2010";"0,735";"345";"0,811";"0,689";"0,711";3541109
"Presidente Bernardes";"1991";"0,568";"65";"0,743";"0,382";"0,644";3541208
"Presidente Bernardes";"2000";"0,671";"176";"0,776";"0,584";"0,666";3541208
"Presidente Bernardes";"2010";"0,757";"182";"0,839";"0,719";"0,718";3541208
"Presidente Epitácio";"1991";"0,531";"172";"0,698";"0,334";"0,643";3541307
"Presidente Epitácio";"2000";"0,665";"208";"0,761";"0,56";"0,689";3541307
"Presidente Epitácio";"2010";"0,75";"232";"0,845";"0,7";"0,714";3541307
"Presidente Prudente";"1991";"0,623";"9";"0,766";"0,437";"0,721";3541406
"Presidente Prudente";"2000";"0,746";"7";"0,806";"0,67";"0,768";3541406
"Presidente Prudente";"2010";"0,806";"13";"0,858";"0,774";"0,788";3541406
"Presidente Venceslau";"1991";"0,542";"136";"0,735";"0,33";"0,656";3541505
"Presidente Venceslau";"2000";"0,701";"71";"0,809";"0,588";"0,725";3541505
"Presidente Venceslau";"2010";"0,763";"145";"0,837";"0,708";"0,749";3541505
"Promissão";"1991";"0,521";"212";"0,75";"0,292";"0,647";3541604
"Promissão";"2000";"0,653";"275";"0,775";"0,534";"0,673";3541604
"Promissão";"2010";"0,743";"283";"0,85";"0,666";"0,724";3541604
"Quadra";"1991";"0,394";"616";"0,718";"0,148";"0,576";3541653
"Quadra";"2000";"0,567";"618";"0,802";"0,365";"0,623";3541653
"Quadra";"2010";"0,678";"625";"0,822";"0,541";"0,7";3541653
"Quatá";"1991";"0,474";"428";"0,719";"0,241";"0,614";3541703
"Quatá";"2000";"0,653";"275";"0,774";"0,531";"0,677";3541703
"Quatá";"2010";"0,738";"321";"0,814";"0,7";"0,706";3541703
"Queiroz";"1991";"0,48";"406";"0,703";"0,28";"0,562";3541802
"Queiroz";"2000";"0,572";"609";"0,738";"0,452";"0,56";3541802
"Queiroz";"2010";"0,715";"502";"0,811";"0,681";"0,662";3541802
"Queluz";"1991";"0,448";"514";"0,688";"0,227";"0,575";3541901
"Queluz";"2000";"0,615";"482";"0,763";"0,466";"0,654";3541901
"Queluz";"2010";"0,722";"452";"0,823";"0,687";"0,665";3541901
"Quintana";"1991";"0,477";"421";"0,668";"0,267";"0,609";3542008
"Quintana";"2000";"0,634";"377";"0,769";"0,516";"0,641";3542008
"Quintana";"2010";"0,732";"370";"0,811";"0,703";"0,689";3542008
"Rafard";"1991";"0,516";"234";"0,711";"0,281";"0,687";3542107
"Rafard";"2000";"0,648";"293";"0,773";"0,512";"0,688";3542107
"Rafard";"2010";"0,745";"265";"0,823";"0,696";"0,722";3542107
"Rancharia";"1991";"0,557";"96";"0,757";"0,369";"0,618";3542206
"Rancharia";"2000";"0,68";"145";"0,782";"0,6";"0,67";3542206
"Rancharia";"2010";"0,751";"219";"0,861";"0,683";"0,72";3542206
"Redenção da Serra";"1991";"0,402";"609";"0,686";"0,167";"0,565";3542305
"Redenção da Serra";"2000";"0,552";"626";"0,779";"0,362";"0,597";3542305
"Redenção da Serra";"2010";"0,657";"641";"0,799";"0,56";"0,633";3542305
"Regente Feijó";"1991";"0,532";"168";"0,732";"0,326";"0,63";3542404
"Regente Feijó";"2000";"0,691";"104";"0,797";"0,601";"0,69";3542404
"Regente Feijó";"2010";"0,768";"121";"0,818";"0,752";"0,735";3542404
"Reginópolis";"1991";"0,488";"361";"0,667";"0,286";"0,608";3542503
"Reginópolis";"2000";"0,64";"350";"0,763";"0,511";"0,671";3542503
"Reginópolis";"2010";"0,728";"409";"0,817";"0,66";"0,715";3542503
"Registro";"1991";"0,509";"269";"0,695";"0,288";"0,657";3542602
"Registro";"2000";"0,65";"286";"0,786";"0,507";"0,689";3542602
"Registro";"2010";"0,754";"199";"0,851";"0,702";"0,718";3542602
"Restinga";"1991";"0,439";"541";"0,688";"0,209";"0,589";3542701
"Restinga";"2000";"0,62";"456";"0,782";"0,499";"0,611";3542701
"Restinga";"2010";"0,705";"554";"0,826";"0,639";"0,664";3542701
"Ribeira";"1991";"0,416";"592";"0,64";"0,21";"0,536";3542800
"Ribeira";"2000";"0,574";"604";"0,711";"0,457";"0,581";3542800
"Ribeira";"2010";"0,698";"589";"0,797";"0,673";"0,635";3542800
"Ribeirão Bonito";"1991";"0,485";"370";"0,705";"0,247";"0,656";3542909
"Ribeirão Bonito";"2000";"0,645";"310";"0,778";"0,511";"0,676";3542909
"Ribeirão Bonito";"2010";"0,712";"522";"0,811";"0,625";"0,712";3542909
"Ribeirão Branco";"1991";"0,306";"642";"0,642";"0,093";"0,478";3543006
"Ribeirão Branco";"2000";"0,462";"645";"0,699";"0,258";"0,547";3543006
"Ribeirão Branco";"2010";"0,639";"645";"0,797";"0,553";"0,592";3543006
"Ribeirão Corrente";"1991";"0,441";"537";"0,711";"0,214";"0,564";3543105
"Ribeirão Corrente";"2000";"0,572";"609";"0,746";"0,407";"0,617";3543105
"Ribeirão Corrente";"2010";"0,711";"528";"0,814";"0,642";"0,688";3543105
"Ribeirão do Sul";"1991";"0,484";"380";"0,692";"0,287";"0,571";3543204
"Ribeirão do Sul";"2000";"0,603";"528";"0,772";"0,455";"0,624";3543204
"Ribeirão do Sul";"2010";"0,747";"252";"0,818";"0,676";"0,753";3543204
"Ribeirão dos Índios";"1991";"0,478";"417";"0,711";"0,272";"0,563";3543238
"Ribeirão dos Índios";"2000";"0,612";"494";"0,758";"0,528";"0,574";3543238
"Ribeirão dos Índios";"2010";"0,721";"460";"0,809";"0,701";"0,661";3543238
"Ribeirão Grande";"1991";"0,296";"644";"0,644";"0,086";"0,47";3543253
"Ribeirão Grande";"2000";"0,56";"622";"0,743";"0,394";"0,599";3543253
"Ribeirão Grande";"2010";"0,705";"554";"0,807";"0,676";"0,643";3543253
"Ribeirão Pires";"1991";"0,58";"40";"0,722";"0,382";"0,709";3543303
"Ribeirão Pires";"2000";"0,718";"36";"0,813";"0,626";"0,726";3543303
"Ribeirão Pires";"2010";"0,784";"55";"0,847";"0,76";"0,749";3543303
"Ribeirão Preto";"1991";"0,626";"7";"0,754";"0,429";"0,759";3543402
"Ribeirão Preto";"2000";"0,733";"22";"0,791";"0,632";"0,787";3543402
"Ribeirão Preto";"2010";"0,8";"22";"0,844";"0,739";"0,82";3543402
"Rifaina";"1991";"0,438";"545";"0,703";"0,218";"0,55";3543600
"Rifaina";"2000";"0,624";"438";"0,79";"0,473";"0,65";3543600
"Rifaina";"2010";"0,74";"306";"0,824";"0,69";"0,713";3543600
"Rincão";"1991";"0,501";"302";"0,709";"0,271";"0,653";3543709
"Rincão";"2000";"0,634";"377";"0,752";"0,527";"0,643";3543709
"Rincão";"2010";"0,734";"356";"0,826";"0,682";"0,701";3543709
"Rinópolis";"1991";"0,456";"489";"0,676";"0,249";"0,564";3543808
"Rinópolis";"2000";"0,655";"264";"0,773";"0,561";"0,649";3543808
"Rinópolis";"2010";"0,723";"446";"0,843";"0,644";"0,696";3543808
"Rio Claro";"1991";"0,611";"12";"0,753";"0,426";"0,712";3543907
"Rio Claro";"2000";"0,734";"20";"0,813";"0,637";"0,763";3543907
"Rio Claro";"2010";"0,803";"19";"0,862";"0,766";"0,784";3543907
"Rio das Pedras";"1991";"0,507";"276";"0,726";"0,263";"0,684";3544004
"Rio das Pedras";"2000";"0,664";"216";"0,786";"0,536";"0,695";3544004
"Rio das Pedras";"2010";"0,759";"169";"0,842";"0,7";"0,741";3544004
"Rio Grande da Serra";"1991";"0,498";"315";"0,719";"0,274";"0,628";3544103
"Rio Grande da Serra";"2000";"0,625";"433";"0,769";"0,502";"0,631";3544103
"Rio Grande da Serra";"2010";"0,749";"236";"0,823";"0,745";"0,684";3544103
"Riolândia";"1991";"0,487";"364";"0,674";"0,285";"0,6";3544202
"Riolândia";"2000";"0,602";"533";"0,736";"0,452";"0,655";3544202
"Riolândia";"2010";"0,703";"565";"0,817";"0,629";"0,677";3544202
"Riversul";"1991";"0,405";"605";"0,658";"0,194";"0,519";3543501
"Riversul";"2000";"0,555";"624";"0,754";"0,402";"0,565";3543501
"Riversul";"2010";"0,664";"637";"0,799";"0,577";"0,634";3543501
"Rosana";"1991";"0,54";"143";"0,712";"0,336";"0,659";3544251
"Rosana";"2000";"0,688";"114";"0,794";"0,59";"0,694";3544251
"Rosana";"2010";"0,764";"142";"0,818";"0,728";"0,749";3544251
"Roseira";"1991";"0,485";"370";"0,72";"0,268";"0,59";3544301
"Roseira";"2000";"0,642";"336";"0,763";"0,545";"0,636";3544301
"Roseira";"2010";"0,737";"330";"0,823";"0,704";"0,691";3544301
"Rubiácea";"1991";"0,527";"184";"0,711";"0,31";"0,664";3544400
"Rubiácea";"2000";"0,637";"363";"0,786";"0,511";"0,643";3544400
"Rubiácea";"2010";"0,721";"460";"0,82";"0,668";"0,684";3544400
"Rubinéia";"1991";"0,524";"198";"0,717";"0,332";"0,604";3544509
"Rubinéia";"2000";"0,677";"155";"0,765";"0,612";"0,663";3544509
"Rubinéia";"2010";"0,759";"169";"0,844";"0,726";"0,713";3544509
"Sabino";"1991";"0,44";"539";"0,704";"0,212";"0,57";3544608
"Sabino";"2000";"0,623";"439";"0,77";"0,464";"0,678";3544608
"Sabino";"2010";"0,728";"409";"0,813";"0,671";"0,708";3544608
"Sagres";"1991";"0,439";"541";"0,694";"0,227";"0,536";3544707
"Sagres";"2000";"0,601";"539";"0,739";"0,521";"0,565";3544707
"Sagres";"2010";"0,73";"388";"0,83";"0,677";"0,692";3544707
"Sales";"1991";"0,476";"426";"0,759";"0,253";"0,561";3544806
"Sales";"2000";"0,647";"296";"0,779";"0,533";"0,652";3544806
"Sales";"2010";"0,751";"219";"0,859";"0,697";"0,708";3544806
"Sales Oliveira";"1991";"0,553";"108";"0,744";"0,327";"0,695";3544905
"Sales Oliveira";"2000";"0,659";"242";"0,777";"0,527";"0,7";3544905
"Sales Oliveira";"2010";"0,772";"103";"0,845";"0,739";"0,738";3544905
"Salesópolis";"1991";"0,473";"432";"0,69";"0,248";"0,618";3545001
"Salesópolis";"2000";"0,621";"448";"0,757";"0,473";"0,668";3545001
"Salesópolis";"2010";"0,732";"370";"0,829";"0,69";"0,687";3545001
"Salmourão";"1991";"0,446";"520";"0,694";"0,237";"0,54";3545100
"Salmourão";"2000";"0,607";"510";"0,788";"0,472";"0,601";3545100
"Salmourão";"2010";"0,719";"476";"0,846";"0,649";"0,678";3545100
"Saltinho";"1991";"0,573";"55";"0,785";"0,326";"0,737";3545159
"Saltinho";"2000";"0,751";"5";"0,852";"0,665";"0,748";3545159
"Saltinho";"2010";"0,791";"33";"0,857";"0,75";"0,771";3545159
"Salto";"1991";"0,526";"188";"0,72";"0,302";"0,669";3545209
"Salto";"2000";"0,693";"99";"0,813";"0,573";"0,714";3545209
"Salto";"2010";"0,78";"66";"0,837";"0,751";"0,755";3545209
"Salto de Pirapora";"1991";"0,46";"477";"0,703";"0,228";"0,609";3545308
"Salto de Pirapora";"2000";"0,63";"404";"0,791";"0,483";"0,656";3545308
"Salto de Pirapora";"2010";"0,729";"400";"0,834";"0,665";"0,699";3545308
"Salto Grande";"1991";"0,48";"406";"0,728";"0,25";"0,607";3545407
"Salto Grande";"2000";"0,623";"439";"0,742";"0,489";"0,667";3545407
"Salto Grande";"2010";"0,704";"560";"0,825";"0,637";"0,664";3545407
"Sandovalina";"1991";"0,513";"253";"0,715";"0,336";"0,561";3545506
"Sandovalina";"2000";"0,646";"299";"0,784";"0,554";"0,62";3545506
"Sandovalina";"2010";"0,709";"542";"0,812";"0,659";"0,665";3545506
"Santa Adélia";"1991";"0,491";"347";"0,735";"0,25";"0,643";3545605
"Santa Adélia";"2000";"0,643";"328";"0,813";"0,478";"0,683";3545605
"Santa Adélia";"2010";"0,76";"164";"0,835";"0,702";"0,75";3545605
"Santa Albertina";"1991";"0,468";"449";"0,705";"0,24";"0,607";3545704
"Santa Albertina";"2000";"0,657";"258";"0,782";"0,517";"0,703";3545704
"Santa Albertina";"2010";"0,728";"409";"0,809";"0,665";"0,716";3545704
"Santa Bárbara d'Oeste";"1991";"0,532";"168";"0,742";"0,304";"0,669";3545803
"Santa Bárbara d'Oeste";"2000";"0,688";"114";"0,816";"0,566";"0,706";3545803
"Santa Bárbara d'Oeste";"2010";"0,781";"62";"0,867";"0,731";"0,752";3545803
"Santa Branca";"1991";"0,5";"309";"0,703";"0,258";"0,689";3546009
"Santa Branca";"2000";"0,657";"258";"0,771";"0,542";"0,68";3546009
"Santa Branca";"2010";"0,735";"345";"0,828";"0,678";"0,706";3546009
"Santa Clara d'Oeste";"1991";"0,465";"460";"0,703";"0,25";"0,573";3546108
"Santa Clara d'Oeste";"2000";"0,608";"506";"0,757";"0,476";"0,623";3546108
"Santa Clara d'Oeste";"2010";"0,733";"362";"0,804";"0,687";"0,712";3546108
"Santa Cruz da Conceição";"1991";"0,569";"62";"0,748";"0,348";"0,709";3546207
"Santa Cruz da Conceição";"2000";"0,691";"104";"0,844";"0,547";"0,714";3546207
"Santa Cruz da Conceição";"2010";"0,79";"35";"0,876";"0,679";"0,83";3546207
"Santa Cruz da Esperança";"1991";"0,536";"157";"0,721";"0,327";"0,654";3546256
"Santa Cruz da Esperança";"2000";"0,674";"166";"0,788";"0,576";"0,674";3546256
"Santa Cruz da Esperança";"2010";"0,743";"283";"0,832";"0,686";"0,719";3546256
"Santa Cruz das Palmeiras";"1991";"0,493";"334";"0,719";"0,254";"0,655";3546306
"Santa Cruz das Palmeiras";"2000";"0,632";"392";"0,774";"0,476";"0,686";3546306
"Santa Cruz das Palmeiras";"2010";"0,728";"409";"0,815";"0,635";"0,746";3546306
"Santa Cruz do Rio Pardo";"1991";"0,547";"122";"0,762";"0,324";"0,663";3546405
"Santa Cruz do Rio Pardo";"2000";"0,672";"171";"0,801";"0,53";"0,714";3546405
"Santa Cruz do Rio Pardo";"2010";"0,762";"151";"0,867";"0,686";"0,744";3546405
"Santa Ernestina";"1991";"0,49";"352";"0,687";"0,265";"0,647";3546504
"Santa Ernestina";"2000";"0,644";"318";"0,74";"0,551";"0,654";3546504
"Santa Ernestina";"2010";"0,738";"321";"0,802";"0,699";"0,716";3546504
"Santa Fé do Sul";"1991";"0,584";"35";"0,748";"0,407";"0,654";3546603
"Santa Fé do Sul";"2000";"0,706";"53";"0,809";"0,603";"0,721";3546603
"Santa Fé do Sul";"2010";"0,784";"55";"0,84";"0,751";"0,763";3546603
"Santa Gertrudes";"1991";"0,554";"105";"0,754";"0,333";"0,676";3546702
"Santa Gertrudes";"2000";"0,644";"318";"0,778";"0,501";"0,685";3546702
"Santa Gertrudes";"2010";"0,737";"330";"0,847";"0,654";"0,723";3546702
"Santa Isabel";"1991";"0,456";"489";"0,705";"0,217";"0,62";3546801
"Santa Isabel";"2000";"0,628";"418";"0,78";"0,469";"0,678";3546801
"Santa Isabel";"2010";"0,738";"321";"0,834";"0,689";"0,7";3546801
"Santa Lúcia";"1991";"0,445";"525";"0,712";"0,184";"0,671";3546900
"Santa Lúcia";"2000";"0,669";"181";"0,801";"0,547";"0,683";3546900
"Santa Lúcia";"2010";"0,737";"330";"0,818";"0,703";"0,696";3546900
"Santa Maria da Serra";"1991";"0,436";"550";"0,68";"0,197";"0,619";3547007
"Santa Maria da Serra";"2000";"0,59";"573";"0,776";"0,403";"0,657";3547007
"Santa Maria da Serra";"2010";"0,686";"614";"0,82";"0,571";"0,688";3547007
"Santa Mercedes";"1991";"0,467";"454";"0,688";"0,254";"0,583";3547106
"Santa Mercedes";"2000";"0,631";"398";"0,755";"0,544";"0,613";3547106
"Santa Mercedes";"2010";"0,739";"314";"0,847";"0,699";"0,683";3547106
"Santa Rita d'Oeste";"1991";"0,482";"396";"0,729";"0,261";"0,588";3547403
"Santa Rita d'Oeste";"2000";"0,632";"392";"0,754";"0,55";"0,608";3547403
"Santa Rita d'Oeste";"2010";"0,761";"160";"0,839";"0,74";"0,711";3547403
"Santa Rita do Passa Quatro";"1991";"0,581";"37";"0,783";"0,375";"0,669";3547502
"Santa Rita do Passa Quatro";"2000";"0,721";"32";"0,809";"0,606";"0,765";3547502
"Santa Rita do Passa Quatro";"2010";"0,775";"90";"0,887";"0,686";"0,764";3547502
"Santa Rosa de Viterbo";"1991";"0,559";"88";"0,759";"0,345";"0,668";3547601
"Santa Rosa de Viterbo";"2000";"0,655";"264";"0,806";"0,504";"0,692";3547601
"Santa Rosa de Viterbo";"2010";"0,77";"110";"0,868";"0,704";"0,746";3547601
"Santa Salete";"1991";"0,455";"494";"0,776";"0,236";"0,516";3547650
"Santa Salete";"2000";"0,673";"169";"0,847";"0,575";"0,627";3547650
"Santa Salete";"2010";"0,772";"103";"0,864";"0,748";"0,712";3547650
"Santana da Ponte Pensa";"1991";"0,474";"428";"0,756";"0,272";"0,517";3547205
"Santana da Ponte Pensa";"2000";"0,683";"138";"0,832";"0,58";"0,661";3547205
"Santana da Ponte Pensa";"2010";"0,773";"96";"0,84";"0,733";"0,751";3547205
"Santana de Parnaíba";"1991";"0,554";"105";"0,747";"0,284";"0,801";3547304
"Santana de Parnaíba";"2000";"0,713";"45";"0,805";"0,53";"0,848";3547304
"Santana de Parnaíba";"2010";"0,814";"9";"0,849";"0,725";"0,876";3547304
"Santo Anastácio";"1991";"0,537";"156";"0,722";"0,343";"0,627";3547700
"Santo Anastácio";"2000";"0,684";"136";"0,803";"0,593";"0,671";3547700
"Santo Anastácio";"2010";"0,753";"207";"0,854";"0,689";"0,725";3547700
"Santo André";"1991";"0,63";"6";"0,756";"0,443";"0,748";3547809
"Santo André";"2000";"0,738";"15";"0,791";"0,65";"0,781";3547809
"Santo André";"2010";"0,815";"7";"0,861";"0,769";"0,819";3547809
"Santo Antônio da Alegria";"1991";"0,466";"457";"0,717";"0,239";"0,592";3547908
"Santo Antônio da Alegria";"2000";"0,607";"510";"0,758";"0,439";"0,673";3547908
"Santo Antônio da Alegria";"2010";"0,702";"574";"0,83";"0,604";"0,69";3547908
"Santo Antônio de Posse";"1991";"0,484";"380";"0,721";"0,231";"0,681";3548005
"Santo Antônio de Posse";"2000";"0,619";"461";"0,801";"0,422";"0,702";3548005
"Santo Antônio de Posse";"2010";"0,702";"574";"0,838";"0,576";"0,718";3548005
"Santo Antônio do Aracanguá";"1991";"0,447";"517";"0,697";"0,225";"0,568";3548054
"Santo Antônio do Aracanguá";"2000";"0,659";"242";"0,771";"0,587";"0,633";3548054
"Santo Antônio do Aracanguá";"2010";"0,757";"182";"0,84";"0,728";"0,71";3548054
"Santo Antônio do Jardim";"1991";"0,463";"466";"0,724";"0,218";"0,628";3548104
"Santo Antônio do Jardim";"2000";"0,615";"482";"0,776";"0,459";"0,654";3548104
"Santo Antônio do Jardim";"2010";"0,714";"509";"0,835";"0,62";"0,703";3548104
"Santo Antônio do Pinhal";"1991";"0,442";"533";"0,688";"0,202";"0,623";3548203
"Santo Antônio do Pinhal";"2000";"0,616";"476";"0,782";"0,437";"0,684";3548203
"Santo Antônio do Pinhal";"2010";"0,706";"550";"0,812";"0,632";"0,685";3548203
"Santo Expedito";"1991";"0,519";"218";"0,686";"0,352";"0,578";3548302
"Santo Expedito";"2000";"0,666";"202";"0,788";"0,593";"0,631";3548302
"Santo Expedito";"2010";"0,732";"370";"0,828";"0,714";"0,664";3548302
"Santópolis do Aguapeí";"1991";"0,51";"267";"0,689";"0,325";"0,594";3548401
"Santópolis do Aguapeí";"2000";"0,642";"336";"0,786";"0,561";"0,601";3548401
"Santópolis do Aguapeí";"2010";"0,74";"306";"0,83";"0,719";"0,68";3548401
"Santos";"1991";"0,689";"2";"0,775";"0,536";"0,788";3548500
"Santos";"2000";"0,785";"3";"0,81";"0,714";"0,835";3548500
"Santos";"2010";"0,84";"3";"0,852";"0,807";"0,861";3548500
"São Bento do Sapucaí";"1991";"0,467";"454";"0,735";"0,221";"0,625";3548609
"São Bento do Sapucaí";"2000";"0,601";"539";"0,762";"0,438";"0,65";3548609
"São Bento do Sapucaí";"2010";"0,72";"469";"0,812";"0,638";"0,719";3548609
"São Bernardo do Campo";"1991";"0,642";"3";"0,732";"0,47";"0,768";3548708
"São Bernardo do Campo";"2000";"0,74";"13";"0,799";"0,651";"0,778";3548708
"São Bernardo do Campo";"2010";"0,805";"14";"0,861";"0,752";"0,807";3548708
"São Caetano do Sul";"1991";"0,697";"1";"0,785";"0,544";"0,792";3548807
"São Caetano do Sul";"2000";"0,82";"1";"0,87";"0,74";"0,855";3548807
"São Caetano do Sul";"2010";"0,862";"1";"0,887";"0,811";"0,891";3548807
"São Carlos";"1991";"0,62";"10";"0,777";"0,42";"0,732";3548906
"São Carlos";"2000";"0,736";"16";"0,801";"0,656";"0,759";3548906
"São Carlos";"2010";"0,805";"14";"0,863";"0,766";"0,788";3548906
"São Francisco";"1991";"0,445";"525";"0,704";"0,232";"0,54";3549003
"São Francisco";"2000";"0,631";"398";"0,757";"0,536";"0,62";3549003
"São Francisco";"2010";"0,723";"446";"0,814";"0,658";"0,705";3549003
"São João da Boa Vista";"1991";"0,585";"34";"0,774";"0,373";"0,693";3549102
"São João da Boa Vista";"2000";"0,722";"30";"0,833";"0,61";"0,741";3549102
"São João da Boa Vista";"2010";"0,797";"28";"0,871";"0,749";"0,776";3549102
"São João das Duas Pontes";"1991";"0,49";"352";"0,713";"0,302";"0,546";3549201
"São João das Duas Pontes";"2000";"0,642";"336";"0,755";"0,531";"0,66";3549201
"São João das Duas Pontes";"2010";"0,72";"469";"0,806";"0,686";"0,675";3549201
"São João de Iracema";"1991";"0,406";"603";"0,688";"0,174";"0,557";3549250
"São João de Iracema";"2000";"0,677";"155";"0,76";"0,591";"0,69";3549250
"São João de Iracema";"2010";"0,748";"248";"0,833";"0,738";"0,682";3549250
"São João do Pau d'Alho";"1991";"0,517";"229";"0,689";"0,365";"0,549";3549300
"São João do Pau d'Alho";"2000";"0,641";"346";"0,755";"0,58";"0,602";3549300
"São João do Pau d'Alho";"2010";"0,75";"232";"0,854";"0,692";"0,714";3549300
"São Joaquim da Barra";"1991";"0,515";"240";"0,721";"0,278";"0,681";3549409
"São Joaquim da Barra";"2000";"0,686";"127";"0,803";"0,564";"0,713";3549409
"São Joaquim da Barra";"2010";"0,762";"151";"0,847";"0,706";"0,74";3549409
"São José da Bela Vista";"1991";"0,459";"480";"0,728";"0,206";"0,643";3549508
"São José da Bela Vista";"2000";"0,581";"589";"0,751";"0,42";"0,622";3549508
"São José da Bela Vista";"2010";"0,693";"603";"0,844";"0,58";"0,679";3549508
"São José do Barreiro";"1991";"0,405";"605";"0,688";"0,167";"0,58";3549607
"São José do Barreiro";"2000";"0,614";"487";"0,781";"0,447";"0,662";3549607
"São José do Barreiro";"2010";"0,684";"617";"0,813";"0,591";"0,666";3549607
"São José do Rio Pardo";"1991";"0,557";"96";"0,757";"0,339";"0,675";3549706
"São José do Rio Pardo";"2000";"0,701";"71";"0,821";"0,592";"0,71";3549706
"São José do Rio Pardo";"2010";"0,774";"92";"0,868";"0,717";"0,744";3549706
"São José do Rio Preto";"1991";"0,61";"13";"0,748";"0,409";"0,741";3549805
"São José do Rio Preto";"2000";"0,745";"8";"0,813";"0,655";"0,777";3549805
"São José do Rio Preto";"2010";"0,797";"28";"0,846";"0,748";"0,801";3549805
"São José dos Campos";"1991";"0,607";"15";"0,754";"0,409";"0,727";3549904
"São José dos Campos";"2000";"0,739";"14";"0,807";"0,655";"0,765";3549904
"São José dos Campos";"2010";"0,807";"12";"0,855";"0,764";"0,804";3549904
"São Lourenço da Serra";"1991";"0,449";"509";"0,69";"0,202";"0,65";3549953
"São Lourenço da Serra";"2000";"0,6";"542";"0,741";"0,436";"0,668";3549953
"São Lourenço da Serra";"2010";"0,728";"409";"0,823";"0,666";"0,704";3549953
"São Luís do Paraitinga";"1991";"0,457";"487";"0,711";"0,235";"0,57";3550001
"São Luís do Paraitinga";"2000";"0,575";"602";"0,745";"0,391";"0,652";3550001
"São Luís do Paraitinga";"2010";"0,697";"590";"0,826";"0,593";"0,691";3550001
"São Manuel";"1991";"0,496";"321";"0,733";"0,248";"0,671";3550100
"São Manuel";"2000";"0,645";"310";"0,773";"0,5";"0,693";3550100
"São Manuel";"2010";"0,744";"274";"0,805";"0,695";"0,735";3550100
"São Miguel Arcanjo";"1991";"0,447";"517";"0,682";"0,21";"0,625";3550209
"São Miguel Arcanjo";"2000";"0,587";"579";"0,746";"0,413";"0,657";3550209
"São Miguel Arcanjo";"2010";"0,71";"534";"0,799";"0,633";"0,708";3550209
"São Paulo";"1991";"0,626";"7";"0,742";"0,421";"0,784";3550308
"São Paulo";"2000";"0,733";"22";"0,796";"0,614";"0,807";3550308
"São Paulo";"2010";"0,805";"14";"0,855";"0,725";"0,843";3550308
"São Pedro";"1991";"0,524";"198";"0,727";"0,294";"0,672";3550407
"São Pedro";"2000";"0,677";"155";"0,812";"0,532";"0,717";3550407
"São Pedro";"2010";"0,755";"195";"0,863";"0,674";"0,741";3550407
"São Pedro do Turvo";"1991";"0,438";"545";"0,714";"0,218";"0,54";3550506
"São Pedro do Turvo";"2000";"0,599";"545";"0,772";"0,458";"0,609";3550506
"São Pedro do Turvo";"2010";"0,703";"565";"0,826";"0,636";"0,661";3550506
"São Roque";"1991";"0,53";"175";"0,744";"0,291";"0,689";3550605
"São Roque";"2000";"0,69";"107";"0,821";"0,535";"0,748";3550605
"São Roque";"2010";"0,768";"121";"0,863";"0,687";"0,765";3550605
"São Sebastião";"1991";"0,52";"216";"0,735";"0,279";"0,686";3550704
"São Sebastião";"2000";"0,663";"224";"0,796";"0,508";"0,722";3550704
"São Sebastião";"2010";"0,772";"103";"0,875";"0,703";"0,747";3550704
"São Sebastião da Grama";"1991";"0,479";"414";"0,709";"0,24";"0,645";3550803
"São Sebastião da Grama";"2000";"0,606";"517";"0,778";"0,435";"0,657";3550803
"São Sebastião da Grama";"2010";"0,701";"578";"0,82";"0,609";"0,689";3550803
"São Simão";"1991";"0,563";"76";"0,749";"0,351";"0,68";3550902
"São Simão";"2000";"0,689";"110";"0,816";"0,569";"0,703";3550902
"São Simão";"2010";"0,766";"131";"0,852";"0,722";"0,732";3550902
"São Vicente";"1991";"0,561";"83";"0,717";"0,357";"0,691";3551009
"São Vicente";"2000";"0,689";"110";"0,797";"0,576";"0,711";3551009
"São Vicente";"2010";"0,768";"121";"0,857";"0,716";"0,738";3551009
"Sarapuí";"1991";"0,463";"466";"0,68";"0,25";"0,584";3551108
"Sarapuí";"2000";"0,598";"547";"0,756";"0,417";"0,68";3551108
"Sarapuí";"2010";"0,707";"548";"0,814";"0,621";"0,699";3551108
"Sarutaiá";"1991";"0,431";"565";"0,684";"0,196";"0,598";3551207
"Sarutaiá";"2000";"0,534";"635";"0,758";"0,341";"0,589";3551207
"Sarutaiá";"2010";"0,688";"610";"0,794";"0,603";"0,679";3551207
"Sebastianópolis do Sul";"1991";"0,491";"347";"0,686";"0,276";"0,625";3551306
"Sebastianópolis do Sul";"2000";"0,671";"176";"0,802";"0,596";"0,631";3551306
"Sebastianópolis do Sul";"2010";"0,773";"96";"0,835";"0,74";"0,748";3551306
"Serra Azul";"1991";"0,428";"569";"0,687";"0,184";"0,619";3551405
